,3015.57,3070.72,3112.15,3130.52,3142.83,3245.48,3255.25,3295.07,3310.12,3327.47,3338.38,3350.69,3367.74,3384.32,3467.45,3484.41,3498.44,3520.35,3535.52,3593.3,3624.02,3642.46,3666.21,3687.25,3699.61,3731.68,3746.58,3769.98,3840.35,3870.39,3951.58,3975.81,4013.45,4191.19,4298.66,4381.41,4434.04,4464.9,4541.19,4596.94,4664.48,4697.07,4778.66,4804.12,4839.47,4866.48,4887.06,4989.86,5085.74,5150.86,5200.43,5237.56,5369.42,5390.29,5441.48,5462.63,5505.86,5522.37,5547.85,5562.01,5590.44,5633.14,5654.82,5877.74,5905.68,5926.19,5940.83,5960.9,6024.95,6058.29,6220.82,6255.1,6281.86,6330.74,6425.1,6586.91,6616.91,6647.18,6695.85,6732.43,6765.76,6843.97,6894.55,6965.36,6995.17,7025.65,7044.56,7065.71,7089.06,7172.96,7327.17,7490.32,7631.47,7663.76,7736.53,7843.5,7861.38,7970.96,8594.57,8865.63,9730.16,9759.64,9977.0,10399.25,10922.29,11093.82,11851.16
P1_A2_201230181857_5h_0R1_1.xml,0.428867,0.0,0.969733,0.0,0.0,0.0,0.304692,0.796678,0.825573,0.27679,0.338395,0.0,0.0,0.154837,0.0,0.954912,0.0,0.14328,0.0,0.168354,0.406466,0.389485,0.160271,0.0,0.319085,0.0,0.138416,0.0,0.139189,0.0,0.298954,0.152694,0.240795,0.0,0.455045,0.174582,0.81569,0.374029,0.0,0.148345,0.468253,0.37863,0.272824,0.128588,0.158617,0.0,0.556651,0.348347,0.180045,0.0,0.0,0.336919,0.17774,0.278946,0.0,0.645244,0.0,0.300445,0.773876,0.0,0.211106,0.0,0.17176,0.283372,0.0,0.478687,0.0,0.0,0.473626,0.166106,1.0,0.0,0.0,0.0,0.0,0.696765,0.768192,0.133937,0.436783,0.0,0.141728,0.0,0.252228,0.858886,0.670048,0.0,0.458166,0.0,0.127732,0.337354,0.306981,0.180253,0.152741,0.0,0.0,0.0,0.27123,0.133341,0.281458,0.484828,0.0,0.210762,0.170197,0.0,0.195948,0.336658,0.124754
P1_A2_210120182914_5h_0R7_1.xml,0.187635,0.256761,0.888207,0.0,0.0,0.0,0.495532,0.736801,0.396343,0.184208,0.0,0.0,0.0,0.0,0.0,0.825796,0.0,0.0,0.176007,0.0,0.881034,0.438091,0.159935,0.294357,0.351248,0.182941,0.249332,0.0,0.363428,0.0,0.236131,0.28165,0.0,0.0,0.0,0.328438,0.81103,0.345574,0.301117,0.0,0.37074,0.368145,0.241898,0.187661,0.0,0.0,0.336238,0.296111,0.169875,0.221369,0.337211,0.496134,0.225003,0.188433,0.630116,0.667804,0.173302,0.567225,0.993413,0.0,0.31712,0.0,0.182913,0.725043,0.174116,0.459831,0.0,0.0,0.230933,0.0,1.0,0.392184,0.0,0.0,0.0,0.714542,0.343998,0.0,0.414668,0.181988,0.0,0.0,0.247614,0.835982,0.63855,0.0,0.469391,0.0,0.0,0.319739,0.211633,0.362435,0.205141,0.177166,0.0,0.0,0.308264,0.18904,0.0,0.514586,0.0,0.151541,0.0,0.185819,0.191144,0.439971,0.0
P1_A2_210122181820_5h_0R4_1.xml,0.312386,0.416259,0.903634,0.0,0.0,0.0,0.825284,0.663615,0.681837,0.0,0.67804,0.0,0.0,0.0,0.293717,0.845064,0.294212,0.0,0.186566,0.0,0.597126,0.284013,0.0,0.623438,0.372418,0.330696,0.368799,0.183682,0.504459,0.0,0.214083,0.455889,0.303251,0.193256,0.0,0.230702,0.730146,0.254924,0.575609,0.305826,0.366555,0.327179,0.308577,0.0,0.0,0.0,0.693109,0.233955,0.186546,0.300467,0.762786,0.422411,0.0,0.33247,0.713571,0.61904,0.0,0.941122,1.0,0.0,0.269165,0.202536,0.319071,0.712705,0.0,0.400838,0.0,0.0,0.383628,0.225443,0.963274,0.321648,0.0,0.0,0.0,0.565853,0.62518,0.0,0.258464,0.208294,0.0,0.0,0.498134,0.792662,0.516792,0.0,0.394159,0.0,0.0,0.203841,0.208368,0.478484,0.210607,0.212057,0.0,0.0,0.301932,0.0,0.0,0.431652,0.0,0.0,0.0,0.409698,0.0,0.388326,0.0
P1_A2_210205181704_5h_0R10_1.xml,0.449469,0.151644,0.892698,0.246514,0.171967,0.0,0.34214,0.728045,0.686735,0.0,0.496149,0.0,0.0,0.148081,0.0,0.835953,0.261156,0.164096,0.0,0.0,0.383493,0.204067,0.0,0.261827,0.178454,0.0,0.0,0.0,0.177343,0.0,0.14773,0.0,0.172851,0.0,0.0,0.0,0.759705,0.261317,0.0,0.155796,0.238811,0.303951,0.629464,0.257027,0.224449,0.0,0.385065,0.172329,0.166412,0.0,0.187862,0.256303,0.0,0.166257,1.0,0.539301,0.350567,0.438648,0.548889,0.325216,0.259296,0.0,0.219768,0.256714,0.0,0.249123,0.187015,0.0,0.510636,0.193645,0.96469,0.328181,0.19295,0.163863,0.0,0.673901,0.662501,0.148937,0.211739,0.0,0.164859,0.0,0.262935,0.767342,0.424806,0.208593,0.344081,0.0,0.0,0.0,0.0,0.166612,0.0,0.271916,0.0,0.153204,0.269096,0.0,0.0,0.446103,0.0,0.18147,0.0,0.0,0.0,0.20988,0.0
P1_A2_210208173549_5h_0R13_1.xml,0.206379,0.0,0.856836,0.0,0.0,0.199537,0.255504,0.733257,0.786415,0.243774,0.183346,0.0,0.0,0.161339,0.0,0.909515,0.0,0.156495,0.0,0.0,0.540397,0.331351,0.0,0.0,0.416089,0.0,0.185682,0.0,0.232338,0.0,0.283488,0.183511,0.189024,0.0,0.326999,0.248696,0.883281,0.325402,0.0,0.156562,0.367451,0.401178,0.259793,0.0,0.0,0.448466,0.360335,0.242211,0.25565,0.0,0.0,0.342817,0.0,0.176275,0.514655,0.564546,0.163804,0.417552,1.0,0.0,0.297332,0.161589,0.264555,0.337159,0.0,0.453937,0.0,0.0,0.336923,0.0,0.810977,0.278582,0.0,0.186681,0.155751,0.622838,0.679503,0.0,0.313959,0.0,0.163028,0.164518,0.226418,0.722457,0.518631,0.0,0.445006,0.0,0.0,0.285673,0.295506,0.191687,0.242847,0.25222,0.0,0.0,0.30807,0.178409,0.164466,0.460825,0.19422,0.0,0.0,0.0,0.156133,0.397787,0.0
P1_A3_201230181922_5h_0R1_2.xml,0.453169,0.0,1.0,0.0,0.0,0.0,0.341684,0.819891,0.864963,0.285333,0.341823,0.187553,0.0,0.161028,0.0,0.995561,0.0,0.0,0.0,0.169295,0.388874,0.374903,0.158821,0.0,0.374876,0.0,0.168305,0.0,0.153704,0.137412,0.298357,0.162756,0.245792,0.0,0.429873,0.17791,0.768128,0.383121,0.0,0.227706,0.515515,0.339688,0.256263,0.142672,0.184109,0.0,0.579429,0.332954,0.200066,0.0,0.130915,0.350623,0.20405,0.296469,0.0,0.644081,0.0,0.322648,0.896007,0.0,0.235663,0.13289,0.198611,0.303148,0.0,0.463187,0.0,0.0,0.49657,0.180631,0.999828,0.0,0.0,0.13431,0.0,0.700535,0.740883,0.0,0.411259,0.0,0.149953,0.0,0.333744,0.840994,0.684023,0.0,0.381227,0.0,0.0,0.293713,0.29285,0.19984,0.132177,0.0,0.0,0.0,0.294441,0.0,0.246425,0.416056,0.0,0.200919,0.158131,0.0,0.172837,0.345591,0.0
P1_A3_210120182938_5h_0R7_2.xml,0.150599,0.224023,0.92572,0.0,0.0,0.0,0.443402,0.706597,0.377351,0.0,0.0,0.0,0.132328,0.0,0.0,0.793177,0.0,0.0,0.132191,0.0,0.732883,0.378709,0.137673,0.262529,0.409876,0.1643,0.282352,0.0,0.297881,0.0,0.225928,0.280223,0.14693,0.0,0.0,0.257935,0.69142,0.265829,0.269248,0.0,0.320852,0.279582,0.184963,0.163088,0.138993,0.0,0.320427,0.21728,0.1684,0.197304,0.334799,0.416028,0.208217,0.174218,0.557439,0.535051,0.0,0.513716,1.0,0.0,0.323319,0.146618,0.178056,0.661437,0.157466,0.353576,0.0,0.146648,0.201456,0.0,0.937702,0.372462,0.0,0.0,0.0,0.618226,0.306472,0.0,0.280394,0.16183,0.0,0.0,0.194859,0.764405,0.488165,0.0,0.317339,0.0,0.0,0.235924,0.140545,0.3487,0.19285,0.0,0.0,0.0,0.282917,0.142117,0.0,0.440604,0.0,0.0,0.0,0.194532,0.150863,0.416113,0.0
P1_A3_210122181845_5h_0R4_2.xml,0.231579,0.28317,0.839965,0.0,0.0,0.0,0.615947,0.601085,0.639087,0.0,0.485766,0.0,0.171416,0.0,0.298072,0.801637,0.262203,0.0,0.0,0.0,0.505541,0.240629,0.0,0.527966,0.352076,0.267393,0.385256,0.0,0.393871,0.0,0.169514,0.389847,0.259686,0.0,0.0,0.196606,0.650806,0.186637,0.495936,0.253113,0.297054,0.293954,0.193633,0.0,0.0,0.0,0.642083,0.215337,0.16966,0.295721,0.736733,0.387026,0.0,0.289819,0.619376,0.52418,0.0,0.933415,0.959414,0.0,0.286355,0.204846,0.27831,0.724062,0.0,0.364182,0.0,0.0,0.310411,0.18715,1.0,0.2858,0.0,0.0,0.0,0.557179,0.657471,0.0,0.231058,0.212178,0.0,0.0,0.507217,0.849641,0.504067,0.17233,0.366632,0.174384,0.0,0.165177,0.18749,0.508876,0.182312,0.185367,0.0,0.0,0.269962,0.0,0.0,0.445599,0.0,0.0,0.0,0.41798,0.0,0.374395,0.0
P1_A3_210205181728_5h_0R10_2.xml,0.356007,0.175257,0.861288,0.231889,0.0,0.0,0.343734,0.69301,0.618773,0.0,0.514414,0.0,0.0,0.133748,0.0,0.743923,0.223758,0.144642,0.0,0.0,0.370934,0.180082,0.0,0.255799,0.140239,0.0,0.0,0.0,0.189622,0.0,0.0,0.142017,0.131592,0.0,0.0,0.125686,0.626998,0.217523,0.136633,0.0,0.195376,0.251633,0.573867,0.247043,0.190571,0.0,0.360204,0.152403,0.183256,0.0,0.153202,0.202018,0.0,0.137715,1.0,0.497214,0.310998,0.419146,0.451172,0.283509,0.225723,0.0,0.0,0.257276,0.0,0.22239,0.150617,0.0,0.400495,0.172556,0.959575,0.338797,0.195051,0.138506,0.0,0.632124,0.635779,0.149017,0.180923,0.0,0.143147,0.0,0.164045,0.752464,0.387481,0.182249,0.280872,0.0,0.0,0.0,0.0,0.158049,0.0,0.234395,0.125812,0.0,0.176983,0.0,0.0,0.418865,0.0,0.156003,0.0,0.0,0.130949,0.178338,0.0
P1_A3_210208173613_5h_0R13_2.xml,0.223441,0.173678,0.943268,0.0,0.0,0.0,0.320668,0.776579,0.807709,0.253725,0.20862,0.0,0.0,0.152886,0.0,0.926552,0.0,0.144832,0.0,0.0,0.592535,0.306936,0.0,0.0,0.451743,0.158637,0.203496,0.0,0.234981,0.0,0.24535,0.212713,0.164697,0.0,0.292892,0.269162,0.836108,0.298008,0.0,0.0,0.316727,0.323885,0.227012,0.0,0.150657,0.483468,0.342457,0.248196,0.172323,0.158269,0.0,0.329436,0.0,0.178619,0.570343,0.531072,0.176964,0.443155,1.0,0.0,0.313412,0.0,0.157835,0.381371,0.0,0.413599,0.0,0.0,0.287813,0.0,0.934301,0.30958,0.0,0.154256,0.0,0.673504,0.746328,0.0,0.299248,0.14463,0.0,0.0,0.151674,0.817282,0.510469,0.0,0.395402,0.0,0.0,0.268199,0.252449,0.225346,0.148479,0.172482,0.0,0.0,0.23041,0.142016,0.173954,0.479826,0.201018,0.0,0.0,0.0,0.150574,0.410284,0.0
P1_A4_201230181946_5h_0R1_3.xml,0.454148,0.0,0.96583,0.0,0.0,0.0,0.313157,0.741468,0.824667,0.256634,0.349559,0.0,0.0,0.158336,0.0,0.954472,0.0,0.12089,0.0,0.146342,0.402949,0.324737,0.138346,0.0,0.343595,0.0,0.158505,0.0,0.14257,0.0,0.264002,0.172777,0.230319,0.0,0.412424,0.188696,0.792353,0.327104,0.0,0.188232,0.416523,0.318312,0.198927,0.125488,0.166645,0.0,0.534522,0.333429,0.179385,0.0,0.121824,0.347963,0.194451,0.295891,0.0,0.568945,0.0,0.324152,0.847106,0.0,0.21621,0.0,0.181557,0.31348,0.0,0.432012,0.0,0.0,0.490304,0.157855,1.0,0.0,0.0,0.0,0.0,0.658604,0.753646,0.126943,0.356319,0.0,0.146804,0.0,0.294447,0.83974,0.59162,0.0,0.37343,0.0,0.0,0.250077,0.278692,0.210088,0.13263,0.0,0.0,0.0,0.27835,0.0,0.238174,0.445437,0.0,0.193436,0.159024,0.0,0.160591,0.34398,0.0
P1_A4_210120183002_5h_0R7_3.xml,0.217307,0.228315,0.863176,0.0,0.0,0.0,0.471394,0.699576,0.363124,0.0,0.0,0.0,0.0,0.0,0.141229,0.764666,0.0,0.0,0.138253,0.0,0.802053,0.335244,0.135274,0.287102,0.415077,0.190109,0.298511,0.0,0.350598,0.0,0.170136,0.261363,0.146086,0.0,0.0,0.283365,0.676966,0.208497,0.264881,0.0,0.206062,0.288502,0.215246,0.201265,0.141926,0.0,0.303205,0.233964,0.0,0.196945,0.344657,0.442953,0.161199,0.125812,0.719224,0.400427,0.0,0.530337,1.0,0.0,0.323548,0.161146,0.168831,0.667504,0.156242,0.300573,0.0,0.0,0.252438,0.0,0.882627,0.360456,0.0,0.0,0.0,0.625257,0.299642,0.0,0.23816,0.165945,0.0,0.0,0.204186,0.736981,0.413299,0.0,0.321866,0.0,0.0,0.213495,0.133789,0.34612,0.146205,0.170812,0.0,0.0,0.23434,0.127916,0.0,0.426487,0.0,0.146527,0.0,0.194788,0.0,0.444208,0.0
